id_fact_check|fc_title|fc_url_poynter|fc_rl_fact_checker|fc_agency|fc_country|fc_date|id_tweet_replier|rep_user_id|rep_created_at|rep_text|rep_lang|rep_like_count|rep_rt_count|id_tweet_spreader|sp_user_id|sp_created_at|sp_text|sp_lang|sp_like_count|sp_rt_count
219|MISLEADING: “Covid surges among most vaxxed communities says Harvard study.”|https://www.poynter.org/?ifcn_misinformation=covid-surges-among-most-vaxxed-communities-says-harvard-study|https://healthfeedback.org/claimreview/claims-that-a-harvard-study-showed-covid-19-vaccines-are-ineffective-misrepresent-the-conclusions-from-the-authors-fail-to-account-for-the-studys-limitations/|Science Feedback|United States|2021/10/18|1541549518684143616|202996271|2022-06-27T22:30:20.000Z|@drboycewatkins1 Stop spreading disinformation, please! The “jab” as you call it does help decrease severity of infection and the study findings are misrepresented. So says the author of the study. https://t.co/K54mNImWFR|en|0|0|1452849717558272017|10429092|2021-10-26T04:08:59.000Z|"Pay Attention!  

According to a Harvard study, there is NO CORRELATION between the spread of the virus and the percentage of the population that received the jab.  

This study was done across 68 countries and 297 counties.  

Stop blaming people who didn't get the jab."|en|334|108
219|MISLEADING: “Covid surges among most vaxxed communities says Harvard study.”|https://www.poynter.org/?ifcn_misinformation=covid-surges-among-most-vaxxed-communities-says-harvard-study|https://healthfeedback.org/claimreview/claims-that-a-harvard-study-showed-covid-19-vaccines-are-ineffective-misrepresent-the-conclusions-from-the-authors-fail-to-account-for-the-studys-limitations/|Science Feedback|United States|2021/10/18|1537605385128902658|49362055|2022-06-17T01:17:45.000Z|@DougieG @JoshC0301 @ProudSocialist @jimmy_dore Don't watch that shit. I already gave you 1 example of him being called out for misrepresenting stuff. Many other examples; e.g., he misrepresented a study so badly that the author, who himself was called out for doing a bad study, called him out for it. https://t.co/w7nzGWuu53|en|2|0|1537565441249247232|16395279|2022-06-16T22:39:02.000Z|@leftyvegan @JoshC0301 @ProudSocialist @jimmy_dore Bullshit. Nobody is right 100% of the time and when Jimmy gets it wrong he admits it and tries to correct it. You're just parroting garbage smears you heard on scumbag fake leftist breadtube shows funded by corporate interests like TYT and Majority Report etc. https://t.co/KiuKdrKzTr|en|0|0
221|FALSE: A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.|https://www.poynter.org/?ifcn_misinformation=a-nurse-who-fainted-after-receiving-the-covid-19-vaccine-died-from-the-vaccination|https://www.politifact.com/factchecks/2021/oct/20/instagram-posts/theres-still-no-evidence-tennessee-nurse-who-faint/|PolitiFact|United States|2021/10/17|1543991904395829253|1296230454186696704|2022-07-04T16:15:30.000Z|@Mcfucius @ThisWwiii @kylenabecker https://t.co/TW4jQCJ6bg|qme|0|0|1543991324726251520|1347699823219142657|2022-07-04T16:13:12.000Z|"@peterp72 @ThisWwiii @kylenabecker Facts??? What facts have you presented? (Hint: none) 

Fact is no one knows exactly what happened and just a quick glance you literally see it’s 50/50 either way. 

So show me an after interview with her saying she’s ok or what you said… we’ll wait."|en|0|0
250|FALSE: “Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video”|https://www.poynter.org/?ifcn_misinformation=bill-gates-talked-about-using-vaccines-to-control-population-growth-in-an-unedited-2010-ted-talk-video|https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/|PolitiFact|United States|2021/10/07|1545852790202851336|1528771225736060930|2022-07-09T19:30:00.000Z|"@SummnaS @welshcol71 @magmarup @TheFreds Further explained here: 

https://t.co/47rjhIh91N

Before you reply, have a think about how likely it is BG would be announcing intentional genocide to the entire world😂"|en|0|0|1545849262981783552|1236921822030884865|2022-07-09T19:15:59.000Z|"@mulletron60 @welshcol71 @magmarup @TheFreds Go watch his Ted talk, titled “Innovating to Zero”.

If I get some time later, I’ll find it for you. 

As for ‘people have more kids in case they die’… that’s not such a bright take. Nobody, NOBODY, says “let me have another child just in case this one dies”"|en|0|0
250|FALSE: “Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video”|https://www.poynter.org/?ifcn_misinformation=bill-gates-talked-about-using-vaccines-to-control-population-growth-in-an-unedited-2010-ted-talk-video|https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/|PolitiFact|United States|2021/10/07|1545145756746543104|90711607|2022-07-07T20:40:30.000Z|@Raymond19822 @therealzBladez @RepMTG https://t.co/0csMmEijX4|qme|0|0|1545126647288012800|1496252965585362947|2022-07-07T19:24:34.000Z|@momxfourboys @therealzBladez @RepMTG Go to VAERS a voluntary reporting system and bear in mind the report rate is 1-2% so the real statistics could be 50 to 100 times worse that reported.  Remember Bill Gates said a good 💉could lower world population 15% in 10 years thereby helping climate change.|en|0|0
250|FALSE: “Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video”|https://www.poynter.org/?ifcn_misinformation=bill-gates-talked-about-using-vaccines-to-control-population-growth-in-an-unedited-2010-ted-talk-video|https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/|PolitiFact|United States|2021/10/07|1542579344098447362|915682227597582336|2022-06-30T18:42:30.000Z|"@Arcadiu15174978 @Burke9John @hpscireland @ElmsStarsElmo @HSELive @PublicHealthSE @PublicHealthMW @PublicHealth_NE @PublicHealthSth You clearly just don't understand what Bill Gates said 🙄 All of this has been explained so many times. How do you still not get it? It's not really that complex.
https://t.co/WHmvhnwuXT

You do realise that the global population continues to go up and up right? Ireland is one of"|en|0|0|1542574302716887043|1243001951945711616|2022-06-30T18:22:28.000Z|"@QuinncessaA @Burke9John @hpscireland @ElmsStarsElmo @HSELive @PublicHealthSE @PublicHealthMW @PublicHealth_NE @PublicHealthSth No need to fact check.
Bill Gates many times was recorded with statements similar to this headline.
Many time referred to the population and necessity of their reduction.
He have financial interest in production of Vax, sponsor of WHO, FDA.
Conflict of interest !
He's guilty !"|en|0|0
250|FALSE: “Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video”|https://www.poynter.org/?ifcn_misinformation=bill-gates-talked-about-using-vaccines-to-control-population-growth-in-an-unedited-2010-ted-talk-video|https://www.politifact.com/factchecks/2021/oct/11/blog-posting/bill-gates-didnt-say-he-wanted-use-vaccines-reduce/|PolitiFact|United States|2021/10/07|1537850443178643458|446827867|2022-06-17T17:31:32.000Z|@sashekin_ @marjorie8106694 https://t.co/i46qC3TGRP|qme|0|0|1537795043876081671|3343226380|2022-06-17T13:51:23.000Z|@DenneyLaura @marjorie8106694 Reuters ? Oh dear .|en|4|0
264|FALSE: “We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.”|https://www.poynter.org/?ifcn_misinformation=we-do-not-have-an-approved-covid-vaccine-in-america-the-pfizer-vaccine-available-in-the-u-s-is-not-fda-approved|https://www.politifact.com/factchecks/2021/oct/05/ron-johnson/johnson-incorrectly-claims-there-are-no-approved-c/|PolitiFact|United States|2021/10/04|1545214573434654720|280326048|2022-07-08T01:13:57.000Z|@QuantumDog1 @BrokenTruthTV https://t.co/gJwC4AwXO2|qme|0|0|1545214412482494464|280326048|2022-07-08T01:13:19.000Z|@QuantumDog1 @BrokenTruthTV https://t.co/oNBOzIiLih|qme|0|0
264|FALSE: “We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.”|https://www.poynter.org/?ifcn_misinformation=we-do-not-have-an-approved-covid-vaccine-in-america-the-pfizer-vaccine-available-in-the-u-s-is-not-fda-approved|https://www.politifact.com/factchecks/2021/oct/05/ron-johnson/johnson-incorrectly-claims-there-are-no-approved-c/|PolitiFact|United States|2021/10/04|1541585113133228033|1518930570163765248|2022-06-28T00:51:46.000Z|"@CastorT26371809 @joshisu5 @dakroot @krebiozen @AndrewLazarus4 @richykirsh @AngryFleas @FvckYourFear @djchicus @kath2cats @WalterTAllen @chimera414 @FukCorbyn @SkepticalMutant @isabelltemple @JimeeLiberty @provaxtexan @TMzedg @raouldukeerik @KStateTurk @WendyOrent @doom37455413 @JonesBonus @mpc_xetts @lazlowoodbine42 @mcfunny @TonyBaduy @dann58638436 @malo_j @kevinault @volpiranyas @BhChillin76 @Tryingmypatient @JonathanHannah @Jaytee116James @Frosty69B @JamesLynchGTC @paramaniac9 @nuhope2022 @AlBowers1 @Willard1951 @PremierImproves @iiiiii_x_iiiiii @AspAlaAsnAsnTyr @andylumm @Alex_on_A14 @isthisnetaken @itisjustmebabe @Diar380 @US_FDA Castor, you believe Sen. Ron Johnson crap, too

Again, proven wrong by fact check
https://t.co/pgHH26GOt7"|en|1|0|1541584205242580993|1428445406241951755|2022-06-28T00:48:10.000Z|@ShockTraumaRN @joshisu5 @dakroot @krebiozen @AndrewLazarus4 @richykirsh @AngryFleas @FvckYourFear @djchicus @kath2cats @WalterTAllen @chimera414 @FukCorbyn @SkepticalMutant @isabelltemple @JimeeLiberty @provaxtexan @TMzedg @raouldukeerik @KStateTurk @WendyOrent @doom37455413 @JonesBonus @mpc_xetts @lazlowoodbine42 @mcfunny @TonyBaduy @dann58638436 @malo_j @kevinault @volpiranyas @BhChillin76 @Tryingmypatient @JonathanHannah @Jaytee116James @Frosty69B @JamesLynchGTC @paramaniac9 @nuhope2022 @AlBowers1 @Willard1951 @PremierImproves @iiiiii_x_iiiiii @AspAlaAsnAsnTyr @andylumm @Alex_on_A14 @isthisnetaken @itisjustmebabe @Diar380 @US_FDA Also licensure is different. Depending on age group and series, COMIRNATY doses are licensed. There are no doses of “Pfizer-BioNTech Covid-19 Vaccine” that are considered licensed under any circumstance.|en|2|0
276|FALSE: “The vaccination campaign” increased COVID-19 deaths by 175% in one year.|https://www.poynter.org/?ifcn_misinformation=the-vaccination-campaign-increased-covid-19-deaths-by-175-in-one-year|https://www.politifact.com/factchecks/2021/oct/01/viral-image/claim-vaccine-campaign-boosted-covid-19-deaths-err/|PolitiFact|United States|2021/09/29|1536738225364123649|1485001771688865792|2022-06-14T15:51:58.000Z|@ACH13975804 @kaizyaa https://t.co/KpDY4Qg1pp|qme|0|0|1536736437021814784|1302501625328590850|2022-06-14T15:44:52.000Z|@DanPfister2 @kaizyaa 82% of deaths in Canada  between May 8-22 were boosted. https://t.co/c5AhE55xC8|en|6|0
296|NO EVIDENCE: Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients.|https://www.poynter.org/?ifcn_misinformation=idaho-doctor-reports-a-20-times-increase-of-cancer-in-vaccinated-patients|https://healthfeedback.org/claimreview/no-scientific-evidence-for-claim-by-pathologist-ryan-cole-that-covid-19-vaccines-weaken-the-immune-system/|Science Feedback|United States|2021/09/23|1537448897441943552|1484222522363199494|2022-06-16T14:55:56.000Z|@openyou89028026 @MrPeter82721560 @andrewbogut https://t.co/aPyLiaofM9|qme|0|0|1537444833387634697|1264093318134280192|2022-06-16T14:39:47.000Z|@ReallySteveA @MrPeter82721560 @andrewbogut https://t.co/k3CCzazsgl|qme|0|0
296|NO EVIDENCE: Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients.|https://www.poynter.org/?ifcn_misinformation=idaho-doctor-reports-a-20-times-increase-of-cancer-in-vaccinated-patients|https://healthfeedback.org/claimreview/no-scientific-evidence-for-claim-by-pathologist-ryan-cole-that-covid-19-vaccines-weaken-the-immune-system/|Science Feedback|United States|2021/09/23|1536008556331286529|1228240920027508736|2022-06-12T15:32:32.000Z|"@Hamish1McTavish @sinichol @LozzaFox @MarkSteynOnline @toadmeister Honestly. You've been completely hoodwinked sunshine.

https://t.co/QysX8ziGpH"|en|0|0|1536008070622433281|1272673066871435266|2022-06-12T15:30:36.000Z|@sinichol @BreezerGalway @LozzaFox @MarkSteynOnline @toadmeister Somehow I don't think he needs a job blogging. Enjoy your spike proteins - you're probably due for another dose. https://t.co/fgdkr0TTJI|en|0|0
306|FALSE: The Pfizer COVID-19 vaccine contains an “undisclosed ingredient. … How is informed consent possible?”|https://www.poynter.org/?ifcn_misinformation=the-pfizer-covid-19-vaccine-contains-an-undisclosed-ingredient-how-is-informed-consent-possible|https://www.politifact.com/factchecks/2021/oct/01/instagram-posts/redacted-ingredient-pfizer-covid-19-vaccine-just-w/|PolitiFact|United States|2021/09/20|1542540692798455808|1497800770384764933|2022-06-30T16:08:54.000Z|@icanmakerice @JoeMerrick Lmao I just looked up redacted Pfizer reports and all I found was they redacted water as an ingredient in the vaccines (https://t.co/ntnvM63SXh) is that what you were talking about???|en|2|0|1542538782318252032|1497800770384764933|2022-06-30T16:01:19.000Z|@icanmakerice @JoeMerrick I’d love to read them. Send me a smigden of evidence I beg of you.|en|1|0
317|FALSE: “Pfizer vaccine kills more people than it saves.”|https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-kills-more-people-than-it-saves|https://www.politifact.com/factchecks/2021/sep/22/steve-kirsch/no-evidence-pfizer-vaccine-causes-deaths/|PolitiFact|United States|2021/09/14|1541152924524392448|186568831|2022-06-26T20:14:25.000Z|"@ScouseTweetyPie @shalom08 Wait, *this* Steve Kirsch?
https://t.co/VeYjKyirzB

https://t.co/1atoXqapqF"|en|0|0|1541148609936252929|1540968521416450049|2022-06-26T19:57:16.000Z|@tavlesh @shalom08 Eyes wide open. https://t.co/NUlhnrhYhj|en|0|0
317|FALSE: “Pfizer vaccine kills more people than it saves.”|https://www.poynter.org/?ifcn_misinformation=pfizer-vaccine-kills-more-people-than-it-saves|https://www.politifact.com/factchecks/2021/sep/22/steve-kirsch/no-evidence-pfizer-vaccine-causes-deaths/|PolitiFact|United States|2021/09/14|1538822011178389506|25724478|2022-06-20T09:52:12.000Z|@johnnye1 https://t.co/p1v886UBGV|qme|0|0|1538821601919123457|25724478|2022-06-20T09:50:34.000Z|@johnnye1 Nope. Stop fearmongering. https://t.co/4PMnfxfUdC|en|0|0
326|MISSING CONTEXT: If the vaccine works, the unvaccinated are no threat to those who are vaccinated.|https://www.poynter.org/?ifcn_misinformation=if-the-vaccine-works-the-unvaccinated-are-no-threat-to-those-who-are-vaccinated|https://www.factcheck.org/2021/09/covid-19-the-unvaccinated-pose-a-risk-to-the-vaccinated/|FactCheck.org|United States|2021/09/13|1540713263268188163|314109253|2022-06-25T15:07:21.000Z|"@Arta77639046 @TheEliKlein @WendyOrent @thereal_truther Wrong.
https://t.co/AL2rfjd4XX"|en|0|0|1540710208472698883|1218931250397880320|2022-06-25T14:55:13.000Z|@LauraDekker1 @TheEliKlein @WendyOrent @thereal_truther Also the vax doesn't stop transmission. In fact its more likely to make u asymptomatic. So I guess u don't care about the people u may infect after getting the vax and not knowing u have covid bc u won't have symptoms. See I can play your silly game of blame too. Its absurd|en|0|0
326|MISSING CONTEXT: If the vaccine works, the unvaccinated are no threat to those who are vaccinated.|https://www.poynter.org/?ifcn_misinformation=if-the-vaccine-works-the-unvaccinated-are-no-threat-to-those-who-are-vaccinated|https://www.factcheck.org/2021/09/covid-19-the-unvaccinated-pose-a-risk-to-the-vaccinated/|FactCheck.org|United States|2021/09/13|1537593558865018880|6076462|2022-06-17T00:30:46.000Z|"@JordView @DjokerNole Yes, it does. 

“COVID-19: The Unvaccinated Pose a Risk to the Vaccinated” https://t.co/m1eaJAGta1

Also, Djoker’s behavior when meeting with a journalist without sharing the fact he had tested positive for Covid shows he has poor judgement."|en|1|0|1537382540339822593|1358956387636805634|2022-06-16T10:32:15.000Z|"So @DjokerNole may be banned from the '22 US Open Tennis championship too, as he remains unvaxxed against #Covid19. This is not ""science."" Does being unvaxxed make him more a threat to public health than being vaxxed? No, it doesn't.

https://t.co/eETjrrggnm"|en|363|147
360|MISLEADING: FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not.|https://www.poynter.org/?ifcn_misinformation=fda-playing-bait-and-switch-with-americans-tricking-them-into-believing-shots-currently-being-offered-have-been-granted-full-approval-when-they-have-not|https://www.factcheck.org/2021/08/scicheck-researcher-distorts-facts-on-covid-19-vaccine-approval-liability/|FactCheck.org|United States|2021/08/25|1539618080766283779|950068358631837696|2022-06-22T14:35:29.000Z|"@SeaCrider @JeromeAdamsMD @jldbaker https://t.co/LDJjtituOq
I always do- and this crap was refuted a long time ago"|en|0|0|1539615918304681992|906908251652009985|2022-06-22T14:26:54.000Z|@small4lyfe @JeromeAdamsMD @jldbaker You should really do some research before entering these discussions...|en|0|0
360|MISLEADING: FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not.|https://www.poynter.org/?ifcn_misinformation=fda-playing-bait-and-switch-with-americans-tricking-them-into-believing-shots-currently-being-offered-have-been-granted-full-approval-when-they-have-not|https://www.factcheck.org/2021/08/scicheck-researcher-distorts-facts-on-covid-19-vaccine-approval-liability/|FactCheck.org|United States|2021/08/25|1539260486000074752|788174490|2022-06-21T14:54:32.000Z|@theoldbluehouse @VaccineResist @justa_prick Here’s another. https://t.co/SA7ZnvkjBz https://t.co/073mIwCyd5|en|0|0|1539260315983958016|788174490|2022-06-21T14:53:52.000Z|@theoldbluehouse @VaccineResist @justa_prick No, the liability is not different, as that article clearly explains.|en|0|0
360|MISLEADING: FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not.|https://www.poynter.org/?ifcn_misinformation=fda-playing-bait-and-switch-with-americans-tricking-them-into-believing-shots-currently-being-offered-have-been-granted-full-approval-when-they-have-not|https://www.factcheck.org/2021/08/scicheck-researcher-distorts-facts-on-covid-19-vaccine-approval-liability/|FactCheck.org|United States|2021/08/25|1537125144232984577|273754719|2022-06-15T17:29:27.000Z|"@anna_banana4075 @CastorT26371809 @NancysPlace101 @SjliteSam @ConservativesSo I think that claim has been corrected. As far as I’m aware the liability doesn’t change between EUA and approved versions.

https://t.co/R6XRQwWgWu https://t.co/B6A3Ti5ih5"|en|0|0|1537121770905522177|815715505638174720|2022-06-15T17:16:03.000Z|@YourFerntasy @CastorT26371809 @NancysPlace101 @SjliteSam @ConservativesSo So this is where big Pharma takes care of themselves. People can only get Moderna, JJ, and Pfizer. When bad things happen, they can't be sued. The drug companies have done a bait and switch IMO.|en|1|0
360|MISLEADING: FDA ‘playing bait and switch’ with Americans, tricking them into believing shots currently being offered have been granted full approval when they have not.|https://www.poynter.org/?ifcn_misinformation=fda-playing-bait-and-switch-with-americans-tricking-them-into-believing-shots-currently-being-offered-have-been-granted-full-approval-when-they-have-not|https://www.factcheck.org/2021/08/scicheck-researcher-distorts-facts-on-covid-19-vaccine-approval-liability/|FactCheck.org|United States|2021/08/25|1537032861261258752|834303577099223041|2022-06-15T11:22:45.000Z|"@SadieXShaw @VServire @MartyMakary That's a good question @SadieXShaw.

This rumor has been going around for some while and was addressed earlier as well.

Do consult this article, as it links to clarifying information as well.

https://t.co/Rm2iSB7BTZ"|en|1|0|1536848496036298753|1260565696452399108|2022-06-14T23:10:09.000Z|@VServire @MartyMakary I hadn't heard of that. (Wouldn't surprise me). Can you explain that some more please? Or if you have any links I can read through I'd be interested too. Thanks.|en|3|0
365|FALSE: Dr. Robert Malone is the inventor of mRNA vaccines.|https://www.poynter.org/?ifcn_misinformation=dr-robert-malone-is-the-inventor-of-mrna-vaccines|https://healthfeedback.org/claimreview/the-development-of-mrna-vaccines-was-a-collaborative-effort-robert-malone-contributed-to-their-development-but-he-is-not-their-inventor/|Science Feedback|United States|2021/08/24|1546766178391040000|1336605394517581824|2022-07-12T07:59:29.000Z|@Antokelly15 @HiimMe27 @mybigknickers @TheFreds @piersmorgan https://t.co/InHXCw0Cj1|qme|0|0|1546764665274990594|1366425009909092355|2022-07-12T07:53:28.000Z|"@BrianWa04648289 @HiimMe27 @mybigknickers @TheFreds @piersmorgan See under the header ""inventor"" 
Anything else I can help you with? https://t.co/7zBlItpkbP"|en|0|0
365|FALSE: Dr. Robert Malone is the inventor of mRNA vaccines.|https://www.poynter.org/?ifcn_misinformation=dr-robert-malone-is-the-inventor-of-mrna-vaccines|https://healthfeedback.org/claimreview/the-development-of-mrna-vaccines-was-a-collaborative-effort-robert-malone-contributed-to-their-development-but-he-is-not-their-inventor/|Science Feedback|United States|2021/08/24|1544287688832028672|2396511297|2022-07-05T11:50:51.000Z|@dreamcasting76 @JohnSno99005422 @cxonley @humphd @SenecaCollege Take you conspiracy foolishness away now. https://t.co/BYdoxM8o92|en|0|0|1543968652940165122|1466797636485267467|2022-07-04T14:43:07.000Z|"@JohnSno99005422 @keharrison09 @cxonley @humphd @SenecaCollege Whelp I guess you can't answer that question.

Play him off keyboard cat! https://t.co/vQg4CXJut2"|en|0|0
365|FALSE: Dr. Robert Malone is the inventor of mRNA vaccines.|https://www.poynter.org/?ifcn_misinformation=dr-robert-malone-is-the-inventor-of-mrna-vaccines|https://healthfeedback.org/claimreview/the-development-of-mrna-vaccines-was-a-collaborative-effort-robert-malone-contributed-to-their-development-but-he-is-not-their-inventor/|Science Feedback|United States|2021/08/24|1540457049590472706|1389966672853929992|2022-06-24T22:09:15.000Z|"@Neville27910284 @MaureenStroud @Arwenstar @Lava_Plume Dr Robert Malone DID NOT invent the mRNA jab, this has been well evidenced. He only contributed &amp; has consistently lied overstating his involvement &amp; claiming to have invented it. https://t.co/8hoVtf98qg

https://t.co/cm9WH1KfZ8

Look up Dr Katalin Kariko &amp; Dr Drew Weissman"|en|0|0|1540307626742923264|1234966730625208328|2022-06-24T12:15:30.000Z|@MaureenStroud @Arwenstar @Lava_Plume Now you quote the lying media, please go find out from qualified specialists like Dr Robert Malone the inventor of the mRNA jab, Dr Mike Yeadon ex VP of Pfizer and well known Immunologist, Dr Tenpenny etc etc. For some hard-core truths.|en|0|0
365|FALSE: Dr. Robert Malone is the inventor of mRNA vaccines.|https://www.poynter.org/?ifcn_misinformation=dr-robert-malone-is-the-inventor-of-mrna-vaccines|https://healthfeedback.org/claimreview/the-development-of-mrna-vaccines-was-a-collaborative-effort-robert-malone-contributed-to-their-development-but-he-is-not-their-inventor/|Science Feedback|United States|2021/08/24|1537839627821785088|22916324|2022-06-17T16:48:33.000Z|"@TherealStroller @DougBMNZ @jordanbpeterson Psst, malone doesn’t own 4 patents, he worked in collaboration with a team of scientists on early mRNA technology. He didn’t invent anything at all. How is it possible you don’t know this? Google is free ffs. 🤦‍♂️

https://t.co/numTUn0cOO"|en|0|0|1537836010725429249|761154795487002628|2022-06-17T16:34:11.000Z|"@jpak1888 @DougBMNZ @jordanbpeterson Dr Robert Malone owns 4 patents on mRNA vaccines &amp; Dr Mike Yeadon was previously CEO at Pfizer. Oh wait a minute you clean the toilets at a bio lab 
Sorry I take it all back you’re right https://t.co/wyStK1N8Nn"|en|0|0
365|FALSE: Dr. Robert Malone is the inventor of mRNA vaccines.|https://www.poynter.org/?ifcn_misinformation=dr-robert-malone-is-the-inventor-of-mrna-vaccines|https://healthfeedback.org/claimreview/the-development-of-mrna-vaccines-was-a-collaborative-effort-robert-malone-contributed-to-their-development-but-he-is-not-their-inventor/|Science Feedback|United States|2021/08/24|1536435030767058945|1433554491928834051|2022-06-13T19:47:11.000Z|@JohnofEAST https://t.co/ptoX3S4A3y|qme|0|0|1536434961032560643|1433554491928834051|2022-06-13T19:46:54.000Z|@JohnofEAST to the NYT... https://t.co/cfGBlJkMJq|en|0|0
369|FALSE: Covid-19 vaccines lead to virus mutations and say vaccinated people are responsible for variants.|https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-lead-to-virus-mutations-and-say-vaccinated-people-are-responsible-for-variants|https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9L24VY-1|AFP|United States|2021/08/24|1542506912641474568|1518930570163765248|2022-06-30T13:54:41.000Z|"@rockandroll432 @CrispyCX @JonathanHannah @ScienceBlog3 @Kenneth72712993 @GuyGadboisGuyG1 @keithamccluskey @sandcastle1975 @rln_nelson @ponycar06 @Willard1951 @QuBuBrasil @GlennCarr6 @sands_sanibel @Freelassie @Narvuntien @rfeynmansBongos @BrknMan @IngersolRobert @Detaramebusters @robhon_ @TWTThisIsNow @try2golf @Data79504085 @borngeek @Hji45519156 @ammocrypta @Circular_Logic_ @Canadianworker2 @jimdtweet @BubbasRanch @HalBrow68884227 @RobMeekel @IanDJbrown2 @merphie77 @LunusOfGayTakes @JohnDublin10 @Moderna5G_666 @4Clearsky @BluePittie @BluesElmwood @amcelha3 @chimera414 @FBen1964 @PLHartungRN @BlueBear0386 @HughCaperton @BigRakaDoc @organicdot @91996340e81d45a Can you read?

Strange this says vaccines ARE NOT causing variants -&gt; https://t.co/AjtQYSllPN

And this -&gt; https://t.co/hRcUx15Rij

This -&gt; https://t.co/zK7ODiRQTT

This -&gt; https://t.co/gAnj6l1x47

This -&gt; https://t.co/VMBz9KRZos

This -&gt; https://t.co/AJWNv6IpCG

YOU ARE WRONG"|en|0|0|1542484181259030528|1267397813089910789|2022-06-30T12:24:21.000Z|@ShockTraumaRN @CrispyCX @JonathanHannah @ScienceBlog3 @Kenneth72712993 @GuyGadboisGuyG1 @keithamccluskey @sandcastle1975 @rln_nelson @ponycar06 @Willard1951 @QuBuBrasil @GlennCarr6 @sands_sanibel @Freelassie @Narvuntien @rfeynmansBongos @BrknMan @IngersolRobert @Detaramebusters @robhon_ @TWTThisIsNow @try2golf @Data79504085 @borngeek @Hji45519156 @ammocrypta @Circular_Logic_ @Canadianworker2 @jimdtweet @BubbasRanch @HalBrow68884227 @RobMeekel @IanDJbrown2 @merphie77 @LunusOfGayTakes @JohnDublin10 @Moderna5G_666 @4Clearsky @BluePittie @BluesElmwood @amcelha3 @chimera414 @FBen1964 @PLHartungRN @BlueBear0386 @HughCaperton @BigRakaDoc @organicdot @91996340e81d45a Do you have another straw man?|en|0|0
